B,E,core,sp,sum_lambda,lambda
14,1,T14_0669,8,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0669,9,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0669,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0670,0,7,0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1
14,1,T14_0670,1,8,0 0 0 2 0 0 0 0 0 2 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,2,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,3,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,4,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,5,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,6,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,7,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,8,7,0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 1
14,1,T14_0670,9,7,0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1
14,1,T14_0670,10,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,11,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,12,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0670,13,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0671,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1
14,1,T14_0672,0,4,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0
14,1,T14_0672,1,6,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,7,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,10,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0
14,1,T14_0672,11,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0672,13,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0674,0,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0676,1,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,0,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0
14,1,T14_0677,1,5,0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0
14,1,T14_0677,2,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,3,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,4,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,5,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,6,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,7,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,8,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,9,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,10,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,11,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,12,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0677,13,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0678,3,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0679,4,5,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1
14,1,T14_0680,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,1,2,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
14,1,T14_0680,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,8,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0680,9,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0680,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,1,2,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,8,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,9,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0681,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0682,5,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
14,1,T14_0683,0,7,0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 1 1 1
14,1,T14_0683,1,8,0 0 0 2 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,2,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,3,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,4,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,5,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,6,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,7,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,8,6,0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1
14,1,T14_0683,9,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,10,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,11,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,12,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0683,13,6,0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0684,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,1,2,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,8,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0684,9,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0684,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0684,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0685,9,4,0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
14,1,T14_0686,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1
14,1,T14_0687,0,4,0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0
14,1,T14_0687,1,5,0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,2,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,3,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,4,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,5,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,6,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,7,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,8,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,9,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,10,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,11,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,12,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0687,13,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0693,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0696,1,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0699,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0700,1,6,0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0702,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0707,1,3,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0710,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0711,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0713,1,6,0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 2
14,1,T14_0714,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0717,1,3,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0725,1,2,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0726,1,9,0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 0 1 1 1
14,1,T14_0727,0,5,0 0 0 0 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0
14,1,T14_0727,1,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,2,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,3,4,0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0
14,1,T14_0727,4,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,5,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,6,4,0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0
14,1,T14_0727,7,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,8,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,9,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,10,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,11,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,12,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0727,13,2,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0728,3,10,0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 1 1 0 2 2
14,1,T14_0729,3,7,0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 1
14,1,T14_0730,3,8,0 0 0 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1
14,1,T14_0731,0,3,0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,1,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,2,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,3,4,0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
14,1,T14_0731,4,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,5,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,6,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,7,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,8,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,9,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,10,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,11,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,12,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0731,13,2,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
14,1,T14_0732,0,12,0 0 0 0 2 0 1 1 1 1 2 0 0 0 0 1 0 1 1 1
14,1,T14_0732,1,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,2,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,3,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,4,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,5,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,6,11,0 0 0 0 1 0 1 1 1 1 2 0 0 0 0 1 0 1 1 1
14,1,T14_0732,7,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,8,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,9,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,10,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,11,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,12,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0732,13,9,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1
14,1,T14_0733,4,10,0 0 0 0 1 0 0 0 0 2 2 0 0 0 1 0 0 0 2 2
14,1,T14_0734,4,8,0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 2 1
14,1,T14_0735,4,6,0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1
14,1,T14_0736,0,10,0 0 0 0 2 0 0 0 2 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,1,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,2,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,3,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,4,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,5,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,6,9,0 0 0 0 1 0 0 0 2 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,7,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,8,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,9,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,10,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,11,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,12,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0736,13,7,0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1
14,1,T14_0740,5,1,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0741,5,9,0 0 0 0 1 0 0 0 0 2 1 1 0 0 0 1 0 1 1 1
14,1,T14_0742,6,1,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0743,6,1,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0747,6,9,0 0 0 0 1 0 0 0 0 0 0 2 2 0 0 0 0 2 0 2
14,1,T14_0751,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0752,0,8,0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1
14,1,T14_0758,1,3,0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0
14,1,T14_0759,2,11,0 0 0 0 0 0 0 1 1 1 0 2 0 0 0 1 1 0 2 2
14,1,T14_0760,2,8,0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 1
14,1,T14_0761,2,9,0 0 0 1 0 0 1 0 1 1 0 2 0 0 1 0 0 0 1 1
14,1,T14_0762,0,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,1,5,0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 0 0 0 0 0
14,1,T14_0762,2,5,0 0 0 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0
14,1,T14_0762,3,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,4,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,5,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,6,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,7,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,8,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,9,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,10,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,11,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,12,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0762,13,3,0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
14,1,T14_0763,0,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,1,12,0 2 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,2,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,3,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,4,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,5,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,6,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,7,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,8,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,9,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,10,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,11,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,12,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0763,13,10,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 0 1 1 1
14,1,T14_0767,3,2,0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0768,3,9,0 0 0 0 0 0 0 0 2 1 1 1 0 0 0 1 0 1 1 1
14,1,T14_0769,4,11,0 0 0 0 0 0 0 0 2 0 2 2 1 0 0 0 0 0 2 2
14,1,T14_0770,4,10,1 0 0 0 0 0 0 0 2 0 0 1 0 0 1 1 0 1 2 1
14,1,T14_0771,4,7,0 0 0 0 0 0 0 0 2 0 0 1 1 0 1 0 0 0 1 1
14,1,T14_0772,0,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,1,10,0 2 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,2,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,3,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,4,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,5,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,6,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,7,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,8,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,9,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,10,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,11,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
14,1,T14_0772,12,8,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 1
